ra,dec,x,y,z,mag
295.199283,87.922253,0.993018,-0.110103,-0.042329,7.644929
315.493619,36.701159,0.126967,0.526943,-0.840363,7.644970
322.884319,-22.011225,0.764865,-0.643877,0.020075,7.645051
341.053999,-19.356753,-0.166110,0.858181,-0.485729,7.645235
329.508617,5.941975,-0.882403,0.330741,-0.334628,7.646025
315.777000,-52.768452,0.037674,-0.802033,-0.596090,7.646314
150.968851,-56.189694,0.922378,0.160616,0.351314,7.646510
87.445616,-76.089428,0.669027,-0.382152,-0.637466,7.646696
2.128676,71.975002,0.508533,-0.814957,0.277921,7.646975
57.710634,47.093212,-0.397349,-0.917155,0.030673,7.646996
333.861057,18.603145,0.638417,0.730016,-0.243925,7.647299
88.921987,52.977552,-0.523364,-0.743418,0.416437,7.647306
344.944916,-16.399379,-0.622334,0.454016,0.637628,7.647415
142.144833,-16.523859,0.490413,0.478557,0.728340,7.647479
58.407764,28.148066,0.282059,-0.951096,0.125932,7.647705
51.247636,10.009967,-0.462846,-0.693307,-0.552357,7.647814
245.105483,78.885864,-0.938956,-0.057589,-0.339183,7.647922
136.680758,24.389110,0.015807,-0.735845,-0.676965,7.648058
172.754085,-25.899568,-0.719712,0.024127,-0.693854,7.648243
319.717718,-22.037093,-0.747887,0.662236,0.045929,7.648486
36.909938,48.198266,-0.335507,0.338050,-0.879293,7.648635
306.693398,-40.413108,-0.344370,0.842286,-0.414685,7.648684
310.949906,35.409895,0.656686,-0.044570,-0.752846,7.648776
267.193443,16.616392,0.607318,0.096805,-0.788539,7.648842
148.086014,74.425098,-0.511219,-0.235174,-0.826649,7.648869
357.862703,-41.772594,-0.573282,0.164142,0.802748,7.648933
16.660824,23.232249,0.187569,0.263885,-0.946141,7.649725
174.548711,21.871604,-0.187822,0.974936,0.119260,7.649734
286.084816,-21.531632,0.878422,0.177959,-0.443515,7.649791
121.381035,-46.654170,0.371493,-0.810625,-0.452637,7.649887
174.200894,-37.039135,-0.123911,-0.780228,0.613099,7.649930
24.976637,-68.257962,0.646690,-0.101779,0.755932,7.649954
81.135583,3.517708,-0.794954,0.482837,-0.367310,7.649958
142.565133,-15.622904,0.367110,0.926290,-0.084957,7.650066
35.914087,-3.376750,0.206742,0.950248,0.232996,7.650456
354.423866,-9.975015,0.714816,-0.464354,0.522889,7.650586
202.717893,-34.089432,0.075914,-0.889198,-0.451180,7.651069
88.363993,-43.558941,0.839959,0.354534,0.410823,7.651238
280.595992,-9.490340,0.543965,0.836547,0.065515,7.651261
34.184612,-63.392207,-0.788850,0.308607,-0.531486,7.651279
280.111486,-59.726634,0.872294,0.487627,0.036366,7.651753
337.834087,41.218553,-0.104692,0.923545,-0.368922,7.651760
241.993136,-14.873537,0.668854,0.060698,-0.740912,7.651930
107.000776,15.527709,-0.966715,-0.182538,0.179280,7.652341
308.914470,-34.128725,-0.461653,-0.783587,-0.415774,7.652363
315.983956,18.734924,-0.249527,0.961589,-0.114381,7.652627
92.631840,17.694234,-0.018215,-0.403212,-0.914925,7.652797
67.074528,27.780707,0.398596,0.785247,0.473823,7.652871
107.684277,9.075988,-0.605908,-0.718383,0.341761,7.652906
205.175006,-44.261326,-0.542258,-0.793787,-0.275422,7.652988
116.678748,-19.282843,-0.821214,-0.386431,-0.419856,7.653226
123.299290,75.366768,-0.712544,-0.700923,-0.031450,7.653255
202.301498,0.119188,0.322898,0.938935,0.118906,7.653705
307.248436,22.038232,-0.808516,0.586589,-0.047066,7.653713
152.177370,-56.420953,0.187198,0.974030,0.127367,7.653861
94.696940,28.055440,-0.879317,-0.423849,0.217150,7.653934
108.139495,0.581482,0.203058,0.810603,0.549263,7.654015
277.148642,-73.534185,-0.223213,-0.183659,0.957312,7.654065
217.005690,66.340534,0.907548,0.218054,-0.358899,7.654291
161.916807,-15.245686,-0.111398,0.888080,-0.445987,7.654339
115.785707,69.682476,-0.758145,0.369242,0.537473,7.654780
107.626674,-0.157597,0.679146,0.717028,-0.156946,7.654866
313.735446,3.031123,-0.905969,0.408738,0.110245,7.655408
278.189624,-22.138202,0.156304,-0.976780,0.146524,7.655448
99.856918,25.071875,0.779855,-0.622997,-0.060829,7.655522
260.886266,-31.700591,-0.951142,-0.128295,-0.280836,7.655850
84.133520,-72.982093,0.577288,-0.475953,0.663481,7.656037
315.224062,15.056177,-0.385323,-0.695380,0.606607,7.656096
236.880169,-21.233724,0.221711,0.691956,-0.687053,7.656171
53.583830,-14.710482,0.533968,0.095377,-0.840108,7.656189
206.188073,-3.533458,-0.371573,0.846213,0.381913,7.656305
276.323262,-44.592882,0.811648,-0.111807,-0.573347,7.656896
183.807428,4.525799,0.004500,-0.185454,-0.982643,7.656907
200.532072,-0.067725,0.860901,-0.504252,-0.067673,7.657098
194.177498,-24.450760,0.640182,-0.439145,0.630333,7.657137
189.686625,34.575980,-0.370607,-0.928606,-0.018460,7.657294
154.347301,-34.415361,0.908161,0.393917,-0.141680,7.657310
341.586522,50.209959,-0.661156,0.748193,-0.055495,7.657402
148.643203,0.944023,-0.322635,-0.489826,0.809924,7.657438
157.810184,24.005113,0.319376,0.286132,-0.903398,7.657656
291.622456,25.600489,-0.762969,0.463237,0.450877,7.657964
281.304008,-41.437401,-0.108435,0.820058,0.561913,7.658051
165.274316,12.045879,-0.289899,0.817707,-0.497307,7.658148
333.695036,-5.887028,0.713731,0.584540,0.385876,7.658149
323.125357,-6.308847,-0.896340,0.442625,-0.025659,7.658230
109.290724,2.376612,0.567670,-0.445155,0.692523,7.658499
90.798851,22.342568,0.894892,-0.284032,-0.344230,7.658693
142.848509,2.278688,0.061004,0.647365,0.759734,7.658805
22.331033,-3.196748,0.941360,0.332871,0.055127,7.658826
199.771870,-52.654983,-0.202329,0.701672,-0.683168,7.659216
107.116477,-75.302076,0.950237,0.296367,0.095999,7.659232
187.267217,-16.392104,-0.260232,0.729963,0.632007,7.659558
154.267656,-58.633447,0.465183,0.159137,-0.870793,7.659569
117.509716,6.249348,-0.295359,-0.954787,-0.033831,7.659689
30.080758,-32.087465,0.182762,-0.761233,-0.622191,7.659699
355.827860,-0.708084,-0.513823,-0.559457,-0.650380,7.659845
273.068728,-29.023307,0.709651,-0.181077,0.680887,7.659910
187.215152,-6.530230,0.277632,-0.929043,-0.244539,7.660717
107.762892,49.901905,0.544615,0.759558,-0.355620,7.661000
306.667801,-39.923868,-0.215733,0.568797,-0.793681,7.661105
233.141254,9.787231,-0.736714,-0.575789,-0.354569,7.661243
290.153649,-27.999437,-0.413141,-0.869270,-0.271447,7.661254
164.085839,33.381276,-0.288224,-0.254337,0.923168,7.661430
109.256543,0.541619,-0.655816,0.551490,0.515524,7.661557
102.087660,22.349955,-0.013203,-0.936224,-0.351157,7.661666
242.386026,-43.653992,-0.838133,-0.439961,0.322439,7.661758
95.992959,-45.946768,0.066552,-0.377767,-0.923506,7.661880
203.173560,-53.830981,0.469281,-0.781401,0.411324,7.662151
22.002574,15.987950,0.960997,0.010980,-0.276342,7.662232
231.419095,-28.095377,-0.482128,0.857827,-0.178003,7.662380
206.201384,-53.041677,-0.386857,0.850096,-0.357321,7.662559
180.699043,-47.072906,-0.057359,0.997052,-0.050962,7.662829
243.062354,46.226979,0.249359,0.572040,0.781403,7.662922
260.845487,-40.125840,0.751898,0.070354,-0.655515,7.662951
189.409510,28.629276,-0.572560,-0.742559,-0.347536,7.663009
132.163245,-59.952722,-0.943239,-0.207318,0.259458,7.663789
166.006098,-0.031067,-0.877966,0.477714,-0.031062,7.663791
54.062031,-47.200640,0.790740,0.607331,0.076675,7.663829
92.200228,-59.465519,0.447358,0.866145,-0.222854,7.663928
59.368779,-1.160079,-0.378812,0.126157,-0.916835,7.664268
69.159154,57.352420,0.693335,0.030607,0.719965,7.664460
266.063144,-34.771280,0.550633,-0.807342,0.212137,7.664575
307.592285,-11.799245,0.691112,-0.201575,0.694069,7.664594
289.723562,-34.213624,-0.721853,-0.604362,-0.337157,7.664676
272.656631,-46.019037,0.354384,-0.276137,-0.893398,7.664787
271.519507,-24.195532,0.133967,0.576683,0.805909,7.664849
216.071264,21.454223,0.657976,-0.552666,0.511496,7.664909
170.122220,-47.358513,-0.864386,-0.445860,0.232476,7.665069
83.233364,50.556670,0.018047,0.957734,0.287090,7.665209
122.558000,27.089205,0.375936,0.013497,0.926547,7.665251
116.380060,-58.954831,0.734170,0.104309,-0.670906,7.665561
315.446061,47.818225,-0.215327,-0.737696,-0.639874,7.665707
242.815880,-18.116681,-0.454262,-0.588279,0.669009,7.665931
206.404696,-12.384027,0.579677,-0.794413,0.181335,7.666049
233.625636,-47.229542,-0.408225,-0.906770,0.105456,7.666066
320.131998,1.234830,0.313922,-0.100714,0.944092,7.666285
258.225739,11.995546,0.687210,0.485582,-0.540326,7.666387
35.070879,-14.624896,0.408215,0.230143,-0.883399,7.666474
334.693093,19.285840,-0.102625,0.900499,0.422575,7.666481
38.428182,34.341253,-0.728421,-0.650658,0.214584,7.666615
327.626116,37.589911,0.617534,0.778957,-0.108984,7.666776
336.457792,69.895301,-0.677417,-0.215038,0.703466,7.667126
74.814577,37.891139,0.819121,-0.540942,0.190849,7.667302
299.460911,-59.525829,0.525013,0.835204,-0.163691,7.667377
2.092440,3.440494,0.476211,-0.828559,-0.294470,7.667434
157.770756,-24.179944,0.446450,0.369315,0.815039,7.667799
306.124956,15.727105,0.179319,0.983605,-0.019140,7.668112
193.873220,12.702174,0.611590,-0.779505,0.135386,7.668120
95.228499,-37.493462,0.544700,0.813390,0.204203,7.668292
116.368171,-40.738856,0.986521,0.128215,-0.101672,7.668765
184.998194,-28.525673,0.907926,-0.337371,0.248701,7.668948
120.928547,-46.567031,-0.019328,-0.848699,-0.528522,7.668963
285.070948,28.676082,0.631939,-0.669141,-0.391028,7.668990
316.623799,25.668828,-0.670077,0.538614,0.510775,7.669352
148.991595,-54.065839,0.183394,0.769189,0.612140,7.669415
126.232511,12.236068,0.797001,0.509510,-0.324330,7.669559
335.261215,66.298453,0.597051,-0.735913,-0.319316,7.669722
131.293518,-37.943152,0.770510,-0.589857,-0.241626,7.669741
162.101237,41.157698,-0.289150,0.905112,-0.311711,7.669868
260.340953,-11.947074,-0.746397,0.325506,0.580462,7.669909
222.308362,-40.463513,0.683592,-0.630119,-0.368310,7.669929
162.912110,-22.071708,-0.897220,0.434190,0.080473,7.670428
69.065832,52.879076,-0.862771,0.042488,0.503806,7.670654
320.402321,6.957078,0.780770,-0.031349,0.624032,7.670932
95.368966,-12.147995,0.397129,0.822939,0.406277,7.671106
95.036070,-8.837613,-0.586972,-0.590377,-0.554003,7.671116
245.990241,50.202897,0.583776,0.809502,-0.062545,7.671138
354.119667,24.114900,-0.334512,0.404897,-0.850976,7.671219
32.707123,25.028130,0.274463,0.955911,-0.104421,7.671343
108.884878,-7.087694,-0.332423,0.608596,-0.720490,7.671406
80.493366,-38.488475,0.263039,-0.653334,-0.709905,7.672267
340.691387,-37.345661,0.160033,0.924434,0.346138,7.672302
2.261375,-35.091924,0.548170,-0.663395,0.509329,7.672356
345.798970,-47.255650,-0.966614,-0.219991,0.131379,7.672408
157.493876,27.825562,-0.824777,-0.362642,0.433860,7.672551
114.061296,2.285541,-0.373769,-0.538403,0.755261,7.672718
94.532303,53.671513,-0.926433,-0.270943,-0.261367,7.672858
263.880503,-2.891718,-0.968858,0.012867,-0.247283,7.672974
305.316149,17.803770,-0.418796,-0.275378,-0.865319,7.673023
107.289721,21.797230,-0.872368,-0.449265,0.192705,7.673068
90.670408,18.554211,-0.867290,0.403840,-0.291070,7.673169
276.129258,-37.226930,0.842266,-0.289340,0.454831,7.673230
65.515315,-9.952037,0.775075,-0.382207,0.503166,7.673247
26.958708,77.915537,0.204802,-0.785112,0.584512,7.673356
112.992768,-22.918710,-0.596511,0.062604,0.800160,7.673524
329.471131,0.600302,-0.761275,0.318366,0.564892,7.673666
304.488598,16.009226,0.926239,-0.232456,-0.296726,7.673737
319.638420,-12.596058,0.693504,-0.719841,-0.029683,7.673754
105.564297,50.076836,0.309865,-0.932103,-0.187530,7.673945
299.429894,31.246055,-0.550157,-0.817770,-0.169056,7.673971
124.929981,50.277193,0.742634,-0.669595,0.011711,7.674078
116.658226,38.272175,-0.767458,-0.342079,0.542209,7.674102
307.340203,18.456735,0.794331,-0.471705,-0.382796,7.674382
105.605552,-50.067156,0.347385,-0.916790,0.197029,7.674525
266.684448,-29.453757,0.358210,-0.131133,0.924386,7.674647
66.925444,56.179417,-0.540959,-0.759672,-0.360917,7.674700
127.871675,24.981186,-0.588106,0.794568,-0.150976,7.674793
162.957121,-52.384580,-0.478928,0.205711,-0.853411,7.674806
236.429162,57.263256,-0.520979,-0.546950,0.655306,7.675357
351.646452,-40.021409,-0.667462,0.143608,-0.730665,7.675731
345.211605,15.677922,-0.934205,0.355469,0.030037,7.675921
25.197162,41.607620,-0.718561,-0.046354,-0.693917,7.675980
56.219588,-56.657667,0.940724,-0.321254,-0.108783,7.675993
160.192235,41.526672,0.773481,-0.022429,-0.633422,7.676202
273.142057,31.579742,-0.971284,0.173238,0.163084,7.676304
139.937167,71.660944,0.112470,-0.820087,0.561078,7.676674
99.338009,-0.867194,0.238676,-0.601334,-0.762517,7.676772
22.253655,37.951036,-0.935258,-0.251311,0.249268,7.676893
332.895956,27.258670,-0.523702,0.059360,0.849831,7.677395
250.991470,-52.897187,-0.824010,0.287726,-0.488080,7.677452
297.208203,-60.727407,0.163725,-0.481611,0.860956,7.677637
38.791672,-37.804781,0.457647,0.882856,-0.105473,7.677666
148.896564,-1.126590,-0.138883,-0.406680,-0.902952,7.677814
240.700924,-2.470129,0.282446,-0.730188,-0.622133,7.678513
359.713672,-19.652173,-0.000913,0.694826,-0.719177,7.678952
223.444408,-0.424641,-0.842304,-0.347543,-0.411993,7.679005
102.942378,0.459984,-0.667613,0.597675,0.443934,7.679273
8.499773,-57.085098,-0.517296,0.686448,-0.511071,7.679447
200.790594,-24.734088,0.887867,-0.247001,0.388178,7.679552
316.782327,-13.194475,-0.702780,0.401015,-0.587612,7.679740
47.285032,2.845647,0.944134,0.153471,0.291645,7.679773
17.960735,43.752229,0.613719,-0.755874,-0.228044,7.680330
121.521268,-69.557036,-0.487735,0.761018,-0.427746,7.680664
212.941266,-12.612541,0.772307,-0.633571,-0.046154,7.680795
175.846297,-54.305783,-0.620484,0.051551,0.782523,7.680849
93.835454,37.387301,0.872012,-0.381418,-0.306783,7.680912
293.833069,44.811777,0.063486,-0.672269,0.737580,7.682037
36.513949,79.639330,-0.170782,0.420686,-0.890987,7.682942
123.883153,2.031600,0.092590,0.434921,0.895696,7.683079
275.682699,9.778958,-0.668465,0.657928,-0.346822,7.683124
325.638737,-15.761736,-0.464560,0.883909,0.053747,7.683234
177.651182,43.658857,-0.142812,0.937331,-0.317830,7.683243
287.546664,-59.548402,-0.089898,0.985865,-0.141383,7.683356
111.429030,-12.575046,-0.097351,-0.995212,-0.008675,7.683371
32.059158,23.936781,0.292955,0.219593,-0.930568,7.683581
57.008080,-64.836180,-0.376521,-0.186271,-0.907488,7.683585
150.465393,-12.898880,0.893900,-0.307237,-0.326416,7.683649
280.541344,-15.661693,0.589482,0.806457,-0.046254,7.683839
200.291185,-39.975706,-0.465330,0.451889,-0.761094,7.683871
200.585664,-32.364265,0.518150,-0.267300,-0.812448,7.684533
83.809215,9.183671,0.513358,-0.824287,0.238778,7.684571
129.420069,-47.361949,0.793867,0.560504,0.235817,7.684587
195.716512,-18.438345,0.542273,0.739029,0.399720,7.684670
237.270494,-87.266752,0.061423,-0.763765,0.642566,7.685241
287.132419,-30.972902,-0.287034,-0.856650,0.428674,7.685553
38.823349,-60.837089,-0.177661,-0.371040,0.911464,7.685706
281.477728,-9.998929,-0.252291,0.800854,0.543122,7.685926
62.793744,15.626194,-0.995935,0.037973,0.081678,7.686427
130.408344,-6.608409,0.030553,-0.947086,-0.319521,7.686613
82.005266,-60.679962,-0.520403,-0.174687,0.835862,7.686859
256.201199,-17.957590,0.100899,-0.619723,0.778308,7.686906
259.817961,-52.918330,0.524843,-0.709994,-0.469518,7.687102
273.032857,-72.959205,0.732245,-0.215090,0.646184,7.687188
149.243780,-67.898732,0.006293,-0.347055,0.937824,7.687366
199.948772,50.433337,0.435621,-0.884490,0.167067,7.687554
258.308300,-12.730267,0.756051,0.633849,-0.163164,7.687790
232.508533,-61.796128,0.509662,0.015640,0.860232,7.687960
104.788082,-3.230577,0.437967,0.894588,0.088867,7.687997
100.584096,-41.728754,-0.630036,-0.033506,0.775843,7.688040
2.492561,-65.357131,0.650094,-0.493211,-0.578032,7.688075
323.664884,-28.888187,0.814765,0.066010,0.576021,7.688106
225.304319,-69.218733,0.625759,-0.773118,-0.103509,7.688286
197.692723,-24.179375,-0.564010,0.130640,0.815369,7.688360
269.079617,-53.345421,-0.455088,0.888312,-0.061616,7.688465
157.213545,34.885408,-0.938248,-0.126399,-0.322045,7.688660
53.664095,-7.375743,-0.445099,-0.116987,-0.887807,7.688714
76.219696,-68.900616,0.665545,0.715383,0.212783,7.688721
36.541260,31.879307,0.358989,-0.819354,0.446975,7.688809
162.321932,-4.023273,-0.321397,0.548649,0.771809,7.689003
285.143732,18.463477,-0.683362,0.625476,-0.376558,7.689027
55.659688,-21.978546,-0.630154,0.776368,-0.012602,7.689299
145.441420,15.755179,-0.598641,-0.799625,-0.047198,7.689445
228.505301,50.259939,-0.674155,0.738569,-0.005544,7.689493
279.350283,-14.932945,0.691940,-0.177760,-0.699729,7.689650
278.400407,5.606692,-0.281584,0.727157,-0.626062,7.689702
161.238618,40.381760,0.471198,0.762706,0.443002,7.689791
65.108494,-21.336294,0.514489,-0.603628,-0.609044,7.689964
84.284646,-50.408652,-0.849769,0.507479,-0.142681,7.690045
99.266528,-26.017136,0.191135,-0.604248,-0.773532,7.690482
325.827066,12.518033,0.622002,-0.781523,-0.048319,7.690887
261.840524,-38.061506,-0.433828,-0.828319,-0.354514,7.691285
127.627046,-10.284026,0.249801,-0.603339,0.757352,7.691612
155.660195,24.596385,0.129608,-0.849749,-0.511007,7.692258
243.464200,40.348385,0.008135,0.881201,0.472671,7.692399
114.476751,36.783417,0.115886,0.598116,-0.792986,7.692463
319.926598,-2.878658,-0.839976,0.476324,-0.259915,7.692565
267.058478,-28.014775,0.966246,0.022327,-0.256654,7.692648
89.693141,-52.654530,0.114673,-0.720888,-0.683499,7.692860
156.908469,-53.903973,-0.866220,0.149731,0.476701,7.692872
243.777604,65.072478,-0.185948,0.592351,0.783928,7.693315
152.644355,-57.278300,-0.203931,0.716982,-0.666595,7.693399
95.837272,50.741606,-0.016615,0.888623,0.458338,7.693425
112.833128,-30.403382,0.511323,-0.138329,0.848183,7.693573
123.472935,27.778539,0.511055,0.715893,0.475731,7.693706
279.584195,-18.383081,-0.893022,0.015675,0.449741,7.693799
283.069026,-37.947091,0.918450,0.310172,-0.245445,7.694021
290.435092,47.404480,-0.155201,-0.948275,-0.276923,7.694056
144.528891,-69.139147,0.999587,0.015624,-0.024106,7.694105
319.945943,-75.846105,0.792528,-0.429373,-0.433057,7.694145
69.313056,-12.164135,0.902206,0.181025,0.391476,7.694281
191.860852,-21.464058,0.842740,0.191730,-0.503021,7.694350
22.256135,-5.700979,-0.806098,-0.218749,0.549868,7.694365
153.299455,21.419757,0.675393,-0.501375,0.540803,7.694469
162.807522,9.223549,-0.832598,0.516557,0.199873,7.694543
122.458035,-4.151907,0.530504,-0.034040,0.846999,7.694622
42.822488,-37.713898,0.399471,-0.916627,-0.014785,7.694774
47.053500,13.170178,-0.821142,0.057896,0.567780,7.695154
186.598859,37.113960,-0.266899,-0.789748,-0.552326,7.695395
9.291113,-85.252814,0.900935,-0.121146,0.416700,7.695651
303.388327,9.733971,0.212189,-0.928646,-0.304290,7.695751
59.070327,-5.152983,-0.347117,0.247775,0.904498,7.695797
137.279697,-19.421529,0.488840,-0.684134,-0.541292,7.695897
36.304649,-3.217582,-0.174915,0.981652,0.075917,7.695912
143.150270,-22.914167,-0.124492,0.590434,0.797427,7.696014
247.853957,25.841357,-0.717836,0.247371,0.650783,7.696233
135.356383,-35.427530,0.621817,0.170687,0.764336,7.696498
69.740865,56.638097,0.807240,0.583427,0.089310,7.696566
81.560656,46.818891,-0.946902,0.114901,0.300292,7.696833
154.841544,9.212911,0.605024,0.767936,0.210285,7.697362
217.724932,-22.560246,0.486544,0.687672,0.538872,7.697792
173.106529,29.044976,0.681282,0.224964,-0.696596,7.698154
54.632011,-56.142879,-0.311476,-0.864384,0.394744,7.698207
241.468825,-40.734205,0.902230,-0.417949,-0.106299,7.698220
0.232297,17.867862,0.540691,0.127910,-0.831440,7.698633
235.543282,-21.899744,0.992938,-0.075776,-0.091277,7.698641
356.207904,-81.926767,-0.344321,-0.906885,-0.242904,7.698920
185.002705,-29.034368,0.680555,-0.249395,0.688946,7.698940
95.627399,-33.869736,-0.146816,-0.758578,-0.634826,7.699292
121.733901,34.774388,0.688598,-0.692484,-0.215173,7.699623
159.460474,-46.267942,0.474793,-0.451947,-0.755192,7.699815
241.910250,56.243440,-0.953751,-0.007264,-0.300510,7.700074
332.064652,-17.836511,0.310378,-0.428722,0.848447,7.700193
53.452276,18.227783,-0.812017,-0.036729,-0.582477,7.700314
275.086217,-48.519738,-0.034044,0.170696,0.984735,7.700565
242.741665,44.309504,-0.632733,-0.704522,0.321399,7.700869
197.546863,-25.537549,-0.855815,0.335364,-0.393842,7.700913
290.463087,-63.134976,0.127729,0.945823,-0.298502,7.700956
223.807668,-7.292950,-0.387634,-0.364456,-0.846707,7.701111
7.865560,-37.201249,-0.010172,0.878546,0.477549,7.701243
295.185764,41.081705,-0.963650,0.120056,-0.238674,7.701284
0.163097,0.222924,0.962313,0.158357,0.221083,7.701401
83.053545,34.437200,-0.195929,-0.973244,0.120029,7.701568
252.261257,-41.099603,-0.574926,-0.777120,0.256016,7.701656
10.234766,-7.113182,-0.465333,-0.488800,-0.737929,7.701786
321.365542,9.630230,-0.590669,-0.780699,-0.204010,7.701873
300.201272,-22.637625,-0.142255,0.785433,0.602378,7.701932
305.660327,-54.263859,0.393685,0.523325,0.755740,7.701941
125.608187,49.478665,0.705014,-0.039182,-0.708110,7.702041
132.186602,-47.763351,-0.779473,-0.190511,0.596763,7.702063
134.493131,-37.716853,-0.827820,0.560713,-0.017740,7.702080
94.783619,-3.439171,-0.822050,-0.488123,0.293206,7.702184
85.275602,40.882553,0.898526,0.436923,-0.041836,7.702225
286.060416,-0.529750,-0.849681,-0.150655,-0.505318,7.702262
308.283932,-43.325278,0.726868,0.314065,0.610759,7.702500
78.354173,3.687214,0.840117,-0.157779,-0.518950,7.702513
91.067630,28.300925,0.998904,-0.038534,-0.026588,7.702584
338.884239,-2.941976,-0.899779,0.388687,-0.198294,7.702646
258.816209,-41.003601,-0.352395,-0.921692,0.162177,7.702697
236.817888,-2.617298,0.314944,0.806354,-0.500602,7.702907
54.960287,6.793931,-0.015339,-0.872245,0.488828,7.703054
66.072176,73.073728,0.681008,0.067456,-0.729163,7.703192
244.869127,34.262751,-0.942238,0.166693,0.290518,7.703196
297.942145,9.548475,0.866484,-0.483717,-0.123382,7.703334
115.634221,-15.953345,0.798025,-0.551491,0.242927,7.703399
81.474300,-56.601510,0.977264,-0.205344,-0.052817,7.703690
326.518658,52.887254,-0.849384,0.178358,0.496724,7.703994
83.943848,-2.374101,0.458998,-0.554277,-0.694332,7.704268
312.488340,40.042766,0.069792,0.694687,0.715918,7.704781
136.914054,28.005811,-0.242995,0.933041,0.265308,7.705100
299.484407,56.222122,-0.485090,-0.813506,-0.320773,7.705241
282.465283,-34.191844,-0.898013,0.256338,-0.357580,7.705525
200.740025,-81.310754,0.884213,-0.294889,0.362226,7.705548
102.607724,-0.590759,-0.402510,0.726461,-0.556991,7.705631
275.461776,-35.047204,-0.478011,0.741808,0.470347,7.706407
26.890365,-2.912335,0.180883,-0.956889,-0.227255,7.706411
297.630035,31.560757,-0.674161,0.724346,0.144324,7.706467
266.628867,-27.438630,0.616002,-0.265181,-0.741768,7.706531
115.268995,-63.360078,-0.488298,0.712424,-0.504001,7.706593
8.968105,29.099674,0.608797,-0.299109,-0.734779,7.706808
170.493660,-13.210804,0.529023,0.599366,-0.600745,7.706836
224.557526,-47.275413,0.065541,0.986367,0.150944,7.707269
341.851181,-27.383697,0.525230,-0.345933,-0.777473,7.707371
274.684198,-18.616675,-0.198224,-0.952600,0.230781,7.707716
356.324448,62.172394,-0.192708,-0.766469,-0.612689,7.708005
192.976284,19.168116,-0.218046,-0.924317,0.313199,7.708118
168.622708,5.263027,0.272371,-0.446749,-0.852191,7.708558
302.767946,-3.573815,-0.350045,-0.837854,0.418890,7.708588
106.028401,45.063212,0.332592,-0.332826,0.882389,7.708870
57.927512,-22.931702,-0.112432,-0.578517,0.807884,7.708951
38.096006,22.334069,-0.868569,-0.364049,-0.336239,7.708984
105.166065,75.419243,-0.077195,-0.996794,0.021017,7.708986
273.111844,37.659236,-0.977932,0.205085,-0.039866,7.709050
223.856192,-9.474254,0.693620,0.718641,0.049456,7.709196
31.479094,6.677526,0.921409,0.058281,0.384199,7.709510
319.294496,-4.239531,-0.186888,0.415321,0.890270,7.709912
105.039610,-22.719470,0.151003,0.730856,0.665618,7.709960
294.978664,41.627700,-0.667644,0.229465,-0.708236,7.709983
169.257416,-59.070079,-0.753102,0.308324,-0.581183,7.710658
293.543394,34.269782,0.186289,0.940619,0.283783,7.710668
47.989843,66.736375,0.468322,0.550578,-0.691041,7.710943
311.279481,11.782493,-0.684049,-0.183297,-0.706031,7.711527
30.439075,32.121349,0.426071,-0.630950,0.648356,7.711919
323.026275,-25.229310,-0.844486,0.526828,-0.096419,7.712042
90.272908,-63.729946,-0.419007,0.461183,-0.782140,7.712264
271.384975,54.513930,-0.158802,-0.418350,-0.894296,7.712342
104.192209,-3.653736,0.756625,0.432865,0.490047,7.712388
15.835510,59.091891,0.819544,0.105101,0.563296,7.712589
275.203870,3.140874,-0.309353,0.950947,0.000719,7.712647
339.468244,14.985811,-0.738762,-0.131562,0.661001,7.713201
170.745156,-62.407258,0.414007,0.811723,0.411952,7.713396
247.523220,34.785824,0.767938,-0.599205,-0.226327,7.713426
29.417800,34.123332,0.375987,0.825632,0.420673,7.713451
81.660524,-70.063438,0.582857,-0.012174,-0.812484,7.713705
106.723455,62.547236,0.955825,-0.086927,-0.280790,7.713942
49.517498,24.876889,0.709199,-0.658022,-0.253070,7.714276
327.547748,-11.343141,0.231846,0.249526,0.940204,7.714421
36.283295,0.636098,0.124170,-0.794779,0.594061,7.714475
92.807744,-72.165383,-0.129846,0.987338,-0.091122,7.714617
275.214249,46.997952,-0.316678,0.940180,0.125605,7.715306
27.112241,-22.222226,0.386856,-0.893246,0.229026,7.715360
20.973640,44.552522,-0.442344,0.716187,0.539822,7.715939
195.903965,-11.582992,0.238853,0.500102,0.832375,7.715997
264.754271,-56.273538,0.627543,0.729647,0.271672,7.716054
184.675984,-71.882998,0.725106,-0.583949,-0.365001,7.716057
167.075883,-3.896894,0.612380,0.393789,0.685508,7.716145
199.011943,-69.550609,-0.418011,-0.804515,-0.421928,7.716361
147.281838,-18.494797,-0.873245,0.341734,0.347364,7.716759
237.083630,-49.763444,-0.093283,-0.871626,0.481214,7.716855
344.170037,78.495717,-0.164725,0.985354,0.044085,7.717187
274.089046,65.493922,0.636641,0.617930,0.461357,7.717498
285.735445,56.614984,-0.986674,0.148603,0.066268,7.717659
280.888580,34.994981,0.253779,0.869554,-0.423642,7.717670
69.202132,27.131556,-0.413496,-0.036104,0.909790,7.717812
210.638477,-53.993122,0.823557,0.125959,0.553072,7.718337
8.592470,68.486915,-0.544684,0.598342,-0.587627,7.718815
83.484268,-28.148567,0.228168,-0.965508,-0.125436,7.719180
