ra,dec,x,y,z,mag
241.783927,-4.297133,0.400585,-0.047777,0.915013,7.568557
279.802298,18.073173,-0.699153,-0.142127,-0.700703,7.568688
124.084838,4.043633,0.005004,0.619990,-0.784594,7.568720
205.002340,25.926685,-0.489013,-0.502316,0.713124,7.568730
164.837631,15.540447,-0.094495,-0.981463,0.166734,7.568985
148.321715,69.858705,-0.578318,-0.455227,0.676991,7.569063
112.903768,15.313129,-0.905822,0.177561,0.384655,7.569164
86.157573,24.916169,-0.228567,-0.949517,-0.214883,7.569876
271.928560,-34.244543,0.171077,-0.935914,-0.307891,7.570114
151.889265,-6.438745,0.454431,0.877205,-0.154933,7.570565
13.174966,30.605041,0.565174,0.393830,-0.724897,7.570670
333.009818,-38.303167,0.823039,0.000821,-0.567985,7.570754
54.326875,-33.860195,0.464522,0.609786,-0.642169,7.570867
69.990665,-71.505761,-0.468278,-0.561441,-0.682275,7.571303
161.325575,65.047476,0.270306,0.536850,0.799204,7.571411
276.999771,32.460395,0.430979,0.258117,0.864658,7.571523
248.054404,-50.248558,-0.991235,0.131018,0.016923,7.571687
197.153449,-38.093801,-0.664712,0.640548,-0.384521,7.571870
212.708985,-63.042719,0.592934,-0.777573,-0.209307,7.572004
21.183315,71.569993,0.534458,-0.558994,0.633940,7.572096
29.634774,45.122807,-0.087101,-0.407936,0.908846,7.572173
276.433133,-23.080888,-0.462548,0.012501,0.886506,7.572311
105.445144,-56.621393,0.199894,-0.977120,-0.072661,7.572387
217.380274,-10.566597,0.340835,0.238409,0.909391,7.572519
109.903346,-3.607917,0.892001,-0.046781,0.449607,7.572596
258.998524,-16.196171,-0.160607,-0.868449,0.469043,7.572602
263.891370,-24.628652,0.875612,-0.002113,0.483010,7.572728
107.734679,59.369553,-0.574532,-0.755340,0.315238,7.572740
318.163766,44.068836,-0.647797,-0.756894,0.086431,7.572848
162.230026,-59.446768,-0.411622,0.878886,-0.241094,7.572982
150.294904,-23.146422,-0.353953,0.194075,0.914905,7.573132
280.759478,32.013602,-0.331831,-0.757121,0.562723,7.573579
96.253911,24.302036,-0.284385,0.611457,-0.738407,7.573692
30.248731,29.238339,-0.223950,0.524418,-0.821482,7.573852
258.421694,-47.948949,-0.467295,-0.491951,0.734588,7.573961
146.373869,-29.539522,0.085981,-0.288326,0.953664,7.573996
186.370648,-19.358714,-0.459446,-0.742502,-0.487442,7.574001
154.108912,45.433296,-0.117770,-0.020322,0.992833,7.574048
342.541758,-41.491003,0.791252,0.085916,0.605424,7.574696
220.270850,-43.424567,0.794260,0.298385,0.529261,7.574852
162.376634,43.067648,0.336682,-0.508752,-0.792349,7.574891
182.342438,-12.940157,0.923088,0.120742,-0.365143,7.575140
101.533421,-16.482681,-0.384632,-0.602277,0.699515,7.575552
125.144752,-6.502635,0.847513,-0.484077,-0.217692,7.575640
192.269655,-69.392363,-0.775733,-0.568578,-0.273784,7.575654
327.829238,22.859973,-0.290823,-0.576526,-0.763570,7.575676
350.237391,-18.988546,-0.049685,-0.989109,-0.138543,7.575696
90.186984,7.309471,-0.314143,0.411871,0.855381,7.575894
134.369276,-0.210508,-0.735720,0.644247,-0.208957,7.575954
304.239519,41.821569,0.489538,-0.264247,-0.830979,7.576105
249.511654,-44.300609,-0.230337,-0.921411,-0.312963,7.576133
272.759735,-18.547713,-0.809546,0.506222,0.297280,7.576480
179.123521,46.697273,0.909105,0.047991,0.413793,7.576648
110.415611,25.862234,-0.668062,-0.330881,0.666491,7.576654
76.546698,-62.788248,0.409490,0.911273,0.043591,7.576657
221.584352,-50.442131,-0.100307,0.979315,-0.175731,7.576848
271.915973,-22.077271,0.166796,-0.982232,0.086016,7.576937
319.737495,13.565901,0.411817,-0.350372,0.841217,7.577374
60.420634,68.845639,-0.718056,-0.643085,-0.266152,7.577716
2.249292,-39.737240,0.282748,-0.350727,-0.892773,7.577935
70.738933,2.418427,0.039790,-0.748658,0.661761,7.578049
210.777429,-34.540913,0.957905,0.286604,-0.016605,7.578070
293.607681,-12.927084,-0.122434,-0.927600,-0.352942,7.578127
284.166403,-19.631681,0.104423,0.701690,-0.704789,7.578556
64.774471,-78.038914,0.318680,-0.817211,-0.480218,7.578947
306.753599,-47.259531,-0.429467,0.892901,0.135225,7.579515
10.860299,56.534119,-0.134848,-0.990759,-0.014548,7.579728
301.886446,56.681234,0.948824,0.286815,0.132178,7.579989
114.873100,-38.863818,-0.080401,0.386752,-0.918672,7.580278
326.088196,-11.744470,0.547131,-0.405190,0.732441,7.580513
122.074053,-50.369964,-0.896374,0.430856,-0.104292,7.581018
127.372450,-60.179192,0.121399,-0.874448,0.469683,7.581437
34.009976,35.156150,0.705336,-0.430064,-0.563512,7.581540
42.810208,68.831157,0.372689,-0.884678,-0.280084,7.581878
248.402414,-40.770326,0.974217,0.214373,-0.070321,7.582897
72.538153,-58.522686,0.376937,0.109011,-0.919802,7.583484
160.719410,18.382220,-0.784257,-0.426594,-0.450510,7.583578
328.218728,-56.632939,0.077351,0.993445,-0.084172,7.583599
160.833721,-27.298395,0.458521,0.322175,-0.828228,7.583709
279.310728,29.057055,0.679185,-0.203431,-0.705212,7.583804
278.057658,-38.098720,-0.024601,0.920885,-0.389057,7.583846
77.641468,40.844049,0.622900,-0.782295,-0.003345,7.583901
353.378730,-19.145548,0.048230,0.955296,-0.291689,7.583932
45.756501,21.987409,0.202007,-0.979377,0.003740,7.583981
331.450714,-18.668149,0.012481,-0.983512,0.180414,7.584071
222.715244,-4.133412,0.516239,-0.181356,0.837023,7.584251
267.699047,-21.791189,0.772040,0.603739,-0.198629,7.584423
71.245097,-56.294931,-0.513573,0.820506,0.251023,7.585037
165.362687,-12.747043,-0.409256,0.894551,-0.179691,7.585502
59.564427,-48.170373,0.496660,-0.062828,0.865668,7.585527
135.473061,59.416139,0.892348,0.361159,0.270702,7.585632
239.450620,-68.339163,0.550713,0.454134,0.700341,7.586110
89.902222,44.111496,-0.355670,0.925689,0.128840,7.586114
209.514302,-33.977409,0.471157,-0.691072,-0.548116,7.586394
71.267062,9.487914,0.547956,-0.834124,-0.063094,7.586602
293.869351,13.241433,0.101540,-0.774036,0.624946,7.586635
216.901453,59.722742,0.990836,0.131112,-0.032476,7.586994
153.320791,-50.610829,-0.767326,0.544621,-0.338523,7.587466
19.582036,38.782611,0.348144,0.313119,0.883602,7.587587
301.175951,46.360546,-0.660630,0.292601,0.691341,7.587690
344.125433,-14.989608,-0.090905,0.747381,-0.658147,7.588038
141.680190,-55.935782,-0.779369,-0.248383,0.575231,7.588206
211.780859,-31.400416,-0.273097,-0.961861,0.015510,7.588357
30.459622,84.740778,-0.574595,0.814306,0.082132,7.588568
75.741630,-44.818555,0.631112,0.225669,-0.742140,7.588573
182.010539,6.036369,0.950011,-0.194392,-0.244318,7.588673
80.412775,15.846874,-0.294719,0.945499,-0.138465,7.588682
81.755629,-24.903146,0.971078,0.072206,0.227583,7.589107
108.462179,15.851869,0.076359,-0.986713,-0.143409,7.589416
206.113496,-53.730098,-0.315503,0.894256,0.317435,7.589924
327.557952,-0.606120,0.553250,0.607762,-0.569683,7.590218
16.001298,36.833234,-0.620294,-0.187358,-0.761664,7.590544
131.890938,-40.230311,-0.818140,0.045826,-0.573190,7.590847
204.950949,-52.687785,0.551748,0.511361,-0.658850,7.591065
121.879745,-51.110983,-0.531136,0.397413,-0.748303,7.591249
73.824450,62.064184,-0.002142,-0.719528,-0.694460,7.591274
295.167567,-41.797348,-0.570455,0.081636,0.817262,7.591404
16.269896,43.345552,-0.680396,-0.428409,-0.594582,7.591681
262.627741,-34.539095,-0.300008,0.953759,-0.018423,7.592162
297.741186,44.324699,-0.714268,0.614078,0.335750,7.592459
324.181833,-21.503048,0.730057,0.497094,-0.468949,7.592512
247.597134,-37.972567,-0.800769,0.534637,-0.270060,7.592696
251.574192,3.849017,-0.737012,-0.185664,-0.649878,7.592849
292.643561,59.616415,0.886667,0.456486,0.073779,7.592975
104.779040,16.123824,0.409642,0.817922,-0.403978,7.593140
275.983467,31.356504,0.886952,-0.458027,-0.059387,7.593299
310.423298,38.239490,-0.710450,0.480200,0.514460,7.593471
152.369668,-3.947852,0.001678,-0.692201,0.721703,7.593518
298.544458,-24.508690,-0.808000,-0.075488,0.584327,7.593531
336.610469,25.792000,-0.708262,-0.350956,0.612531,7.593650
180.158415,18.334676,-0.404350,-0.770722,-0.492431,7.594135
215.846202,-27.823841,0.542731,-0.718235,-0.435409,7.594200
184.243030,0.352100,-0.416594,0.841139,0.344869,7.594314
152.756837,-43.825410,-0.375147,0.913703,0.156244,7.594446
288.859513,-19.787097,0.583538,-0.098374,-0.806106,7.594790
154.817440,54.725441,0.159249,0.192403,-0.968308,7.595255
22.030999,-28.050998,0.974390,0.038850,-0.221484,7.595950
93.037950,35.175517,-0.287855,0.762515,-0.579405,7.595950
313.844454,62.421394,0.871875,-0.283918,-0.399030,7.595959
1.504435,16.452082,-0.048785,-0.734066,-0.677324,7.596072
302.954174,0.179408,0.204649,0.962432,0.178447,7.596732
237.975661,77.708555,-0.476559,0.476542,0.738782,7.596807
92.009632,34.837628,0.594786,0.754850,-0.276460,7.596893
297.241199,-46.145180,0.196964,-0.522182,-0.829778,7.596993
321.709935,22.163735,-0.294246,-0.940174,-0.171731,7.597202
273.541149,-37.621005,-0.972356,-0.220081,0.078027,7.597216
40.631639,47.029798,0.973898,-0.206628,0.093953,7.597406
112.380746,-38.122370,0.687509,-0.598856,-0.410733,7.597872
205.465473,47.413850,0.291271,0.912915,-0.285914,7.598048
308.487945,12.101708,0.731787,0.513493,-0.448121,7.598179
53.008835,-52.474121,0.548865,-0.230919,-0.803382,7.598301
345.476312,-5.966437,0.945611,-0.093808,0.311479,7.598308
268.613758,-37.450141,0.007353,-0.969139,0.246407,7.598364
162.433270,0.944637,0.350565,-0.469621,0.810284,7.598442
234.769927,-47.112491,0.660300,-0.750916,-0.011398,7.598455
209.883638,-69.958240,-0.547755,0.377213,-0.746776,7.598654
195.912055,-16.336701,-0.342646,-0.732600,0.588125,7.598759
220.636767,-46.752368,-0.697260,-0.618090,-0.363034,7.598935
120.873074,52.757149,-0.062228,-0.793693,0.605127,7.599124
241.874117,3.409164,0.964024,-0.027498,-0.264390,7.599405
268.985841,3.739247,-0.306370,0.767789,-0.562705,7.599491
294.323972,13.115737,0.470989,-0.711008,0.522147,7.599541
90.127685,-12.169470,-0.514868,0.765167,0.386561,7.599727
272.210567,47.119580,0.446453,-0.894797,0.004310,7.599951
245.600182,9.908321,-0.752016,-0.467250,-0.464919,7.600133
151.958472,18.513351,0.375229,0.866236,-0.329907,7.600163
208.300514,-3.542347,-0.531543,-0.751847,0.390113,7.600331
260.558345,37.885293,-0.964313,0.189305,0.185108,7.600760
227.447782,3.708555,-0.263494,-0.801326,-0.537072,7.601045
306.422496,40.009228,-0.078795,0.669162,0.738927,7.601179
148.748065,-65.073780,0.285835,0.552289,-0.783119,7.601436
228.043632,-30.886744,-0.237033,0.830039,0.504828,7.601569
151.248861,-46.936942,-0.883724,-0.429521,-0.185861,7.602061
85.057541,34.260076,0.929913,0.222190,0.293077,7.602095
194.179250,-40.258759,-0.689719,0.471351,-0.549651,7.602100
175.477230,-75.117976,0.864498,-0.419690,0.276593,7.602125
68.738103,-33.345371,-0.326367,0.129197,-0.936372,7.602593
128.121673,-11.404608,-0.308350,0.251205,0.917506,7.602695
88.494729,12.418321,0.853301,0.500118,-0.147510,7.602956
104.414204,-12.335171,-0.717738,-0.657529,0.229146,7.602986
28.803319,-9.828093,0.794051,0.464166,0.392470,7.603069
188.327037,-53.350699,-0.984268,0.167459,-0.056346,7.603255
260.250599,41.363714,0.759605,-0.416545,-0.499490,7.603284
57.646332,-11.995495,0.383420,0.748993,0.540369,7.603304
352.206856,72.230552,-0.939574,-0.341352,0.026076,7.603429
319.036388,-50.545517,0.157602,-0.948035,-0.276389,7.603698
108.236944,-40.391142,-0.132810,-0.890791,-0.434571,7.603828
119.579013,-19.510653,0.773821,0.155647,-0.613983,7.603861
98.009646,17.664988,-0.306526,-0.218958,-0.926336,7.603878
301.707649,16.870830,-0.394100,-0.045424,-0.917944,7.604206
53.814848,-49.417267,-0.607098,-0.262258,0.750102,7.604297
111.365366,46.810082,0.152639,0.938838,0.308683,7.604377
338.740960,22.301338,-0.811317,0.498592,-0.305239,7.605003
220.246478,-2.844369,-0.903003,-0.314347,-0.292867,7.605359
199.304623,-46.345653,0.132055,0.699801,-0.702025,7.605492
84.506282,78.357443,0.934503,-0.306286,0.181364,7.605553
257.806377,-41.449497,-0.804668,-0.159582,0.571877,7.605591
217.216823,9.169010,0.872443,0.418139,0.252989,7.605827
324.070857,9.784446,0.827275,0.437878,-0.351964,7.605915
16.379718,6.070875,-0.765156,-0.608387,-0.210719,7.605937
279.653223,-16.310104,0.823034,0.042405,0.566408,7.606135
22.611400,32.187758,-0.583148,-0.416536,0.697449,7.606276
241.839969,-18.367037,-0.884090,0.055475,0.464012,7.606520
113.487421,60.016458,-0.876106,-0.360215,-0.320444,7.606661
217.474550,19.585645,-0.564595,-0.480064,0.671395,7.606687
260.733650,9.364955,0.998040,-0.018506,0.059787,7.606874
191.962615,21.636598,0.888571,0.299860,0.347169,7.607356
105.941571,47.259380,-0.636961,0.758970,-0.135076,7.607384
213.972228,-44.593266,0.771125,0.276188,-0.573661,7.607469
22.758275,72.878038,0.585329,0.564320,-0.582179,7.607633
9.548758,-16.245242,0.852510,0.106239,0.511800,7.607796
274.899250,27.495482,-0.007041,0.711686,0.702463,7.608072
156.935813,66.679644,-0.752979,0.109046,-0.648946,7.608186
80.160015,32.274130,0.032286,-0.653000,0.756669,7.608231
189.704577,-66.696627,-0.265349,-0.701175,0.661773,7.608254
217.145991,3.763237,0.756102,0.298581,-0.582373,7.608285
325.223298,51.422366,0.027512,-0.401253,0.915554,7.608341
146.897480,-43.253077,-0.541853,0.512304,0.666288,7.608412
17.187302,31.690461,-0.087910,-0.958529,0.271099,7.608462
96.291061,-8.723571,0.347726,-0.680353,-0.645140,7.608649
284.276958,-47.578621,-0.033391,-0.897758,0.439221,7.608696
200.164691,24.648472,0.552046,-0.691735,-0.465561,7.609094
274.177889,37.026740,-0.510830,-0.592553,-0.622843,7.609586
312.370029,42.639260,-0.048931,-0.220429,-0.974175,7.610228
127.905970,1.147672,-0.255455,0.321471,0.911811,7.610312
192.582055,-33.610192,0.342035,0.473179,-0.811858,7.610455
46.603919,-8.459487,0.493952,-0.282799,-0.822215,7.610476
225.825596,-36.926305,0.667742,-0.258282,0.698148,7.610902
113.428710,7.423248,0.394822,0.135843,0.908660,7.611107
258.103417,-33.730206,-0.596312,-0.320229,-0.736116,7.611434
288.631875,-33.718038,-0.616512,0.256778,-0.744297,7.611597
110.551040,22.646003,0.656703,0.444755,-0.609044,7.611656
318.895059,36.807083,0.014693,-0.627662,-0.778347,7.611715
298.348738,-57.091300,-0.851852,0.087677,-0.516392,7.611846
328.565268,13.557271,-0.145537,0.528255,0.836520,7.612134
121.533993,-28.239477,0.549926,-0.834486,-0.034850,7.612204
6.033374,57.094665,0.828082,-0.211278,0.519271,7.612408
218.331807,-37.241614,-0.007969,-0.897125,0.441705,7.612921
86.822936,55.647436,0.258242,-0.564367,-0.784092,7.612932
280.270943,-28.255504,0.784181,0.620246,-0.018829,7.613265
338.039069,-13.598036,0.160452,-0.487673,-0.858155,7.613408
282.565243,18.403294,0.887799,-0.159806,-0.431597,7.614006
252.665886,-31.636476,0.224662,0.949562,-0.218766,7.614284
108.967634,14.808385,0.342235,-0.519312,0.783065,7.614345
36.853884,40.939536,-0.660323,0.744472,-0.098670,7.614494
118.701428,34.619036,-0.776671,0.626900,-0.061478,7.614593
212.499848,52.253055,-0.173285,0.365852,0.914399,7.614608
34.820919,34.032772,0.835602,0.225333,0.500994,7.615272
139.195372,-56.501975,0.568553,0.821321,0.046675,7.615450
175.774454,-52.443243,-0.563562,0.087905,-0.821383,7.615855
200.731748,-62.012231,0.645631,-0.221276,0.730888,7.616301
263.362452,-18.339867,0.752553,-0.442281,0.487906,7.616324
270.891232,60.131642,-0.683163,-0.592282,-0.427189,7.616481
308.924023,15.365646,-0.470381,-0.816129,0.335670,7.616675
156.840687,21.615402,-0.903804,0.220166,0.366967,7.616793
157.454737,-3.915443,-0.665495,-0.262037,0.698894,7.616817
320.768686,55.757956,0.666242,0.225406,-0.710854,7.616856
106.544969,28.192027,-0.960726,0.265042,0.082214,7.616902
104.881251,22.246471,0.342758,0.904838,-0.252557,7.617338
119.795153,-22.094319,-0.910398,-0.400711,0.102987,7.617383
283.190766,-22.392117,-0.830054,-0.398331,0.390311,7.617633
228.452545,66.857393,0.402200,-0.490228,-0.773248,7.617640
16.073179,0.615277,-0.762756,-0.291654,0.577184,7.617731
298.781542,15.447170,0.913977,0.313305,0.257847,7.617934
275.787590,-16.593555,-0.495018,0.394250,0.774290,7.617953
291.393686,3.192944,0.713877,-0.698387,-0.051329,7.617985
105.475788,22.039235,-0.230080,0.971984,-0.048068,7.618468
18.069679,28.910121,-0.572074,0.565791,-0.593811,7.619052
333.507650,-24.625240,0.767464,0.418101,0.485995,7.619077
244.555237,6.116301,0.870543,-0.463208,-0.166111,7.619109
98.837511,-37.449338,-0.118553,-0.961689,0.247185,7.619516
276.574170,31.602592,0.976249,0.111793,0.185583,7.619725
345.282641,-9.554299,-0.949491,0.285980,0.129159,7.620346
304.852297,42.998728,-0.550214,-0.065122,-0.832480,7.620443
60.945349,-21.666941,0.294314,0.901055,-0.318557,7.620845
294.634159,12.358286,0.763529,-0.611838,-0.206586,7.620848
264.183636,9.126205,-0.915889,-0.273166,0.294157,7.620863
170.397876,-31.521462,0.726347,0.679208,-0.105339,7.621084
282.434477,-15.049799,-0.753681,0.240479,-0.611665,7.621212
319.940823,-40.056456,-0.620704,0.340405,-0.706294,7.621459
317.546195,-31.491943,-0.967254,-0.242182,-0.075943,7.621705
105.884820,25.093746,0.597916,-0.800610,-0.038986,7.621795
124.920156,-25.423712,0.705130,-0.648452,-0.286883,7.621828
142.598327,-61.794797,-0.171647,-0.478927,0.860910,7.621859
322.144186,47.089717,0.130489,-0.990861,0.034166,7.621983
309.109677,47.307505,-0.325284,-0.927822,-0.182585,7.622027
271.703360,6.410355,0.044031,0.990947,0.126827,7.622114
75.082203,-6.192669,0.946589,-0.309514,0.090392,7.622205
295.654698,-24.379667,0.686602,0.246737,0.683885,7.622539
124.996067,0.216086,0.767023,-0.604735,0.214408,7.622722
119.353978,-37.336679,0.934708,-0.024816,0.354550,7.622798
208.610242,-35.060762,-0.263623,-0.835416,0.482269,7.622940
90.456568,-18.518121,-0.752976,0.571963,0.325401,7.623112
311.063156,4.335934,0.367245,0.016715,-0.929974,7.623209
283.231405,-15.329606,-0.820772,-0.435754,-0.369394,7.623219
193.784374,27.766048,-0.476128,0.732424,0.486681,7.623272
81.863020,47.319114,-0.964871,-0.177183,-0.193986,7.623343
162.848311,-62.363699,0.776868,-0.439156,0.451240,7.623432
103.234574,-3.062108,0.902749,-0.422775,-0.079401,7.624095
22.878670,-9.701705,0.607282,0.745963,0.273401,7.624266
204.893961,-10.113874,0.595048,0.491554,0.635840,7.624485
105.434732,-63.619619,0.134182,-0.692551,-0.708779,7.624589
55.369583,79.535286,-0.207725,0.502896,-0.839015,7.624613
282.905649,-35.383551,-0.668890,-0.109531,0.735247,7.624961
171.787165,25.027761,-0.536967,0.837070,-0.104788,7.625427
106.696048,16.675249,-0.563583,0.066871,-0.823348,7.625799
277.798502,35.045525,-0.203470,-0.859514,-0.468866,7.625804
37.735088,-62.596518,0.971807,0.034977,0.233169,7.626069
342.039165,5.878955,-0.848808,0.353315,-0.393311,7.626139
282.548452,-24.639190,0.863985,-0.170544,0.473757,7.626188
33.854237,-50.887475,-0.619880,0.525606,-0.582656,7.626441
228.081392,-34.967771,0.284914,-0.871637,0.398840,7.626462
181.371238,-64.881644,-0.307235,0.343546,-0.887459,7.626675
66.610046,-10.551075,0.345777,0.255623,0.902826,7.626816
301.752242,-38.859435,0.393988,0.063318,-0.916932,7.626864
67.084693,16.301062,0.367793,0.743184,-0.558934,7.627713
338.563790,-34.838439,-0.717106,0.639451,0.277240,7.627859
312.415678,-75.833701,-0.155886,-0.893167,-0.421843,7.627865
143.918220,2.637472,-0.725106,0.490812,0.483037,7.628021
94.063575,-59.220160,-0.876440,0.163295,-0.452976,7.628060
25.764819,69.461082,0.758976,0.555800,0.339179,7.628138
52.928526,72.187281,0.885530,-0.459385,0.069295,7.628170
151.296369,-16.954139,-0.279916,-0.152890,0.947772,7.628348
166.633284,12.703293,-0.982426,-0.127315,0.136495,7.628395
286.581652,32.313569,-0.478160,-0.400075,0.781859,7.628752
267.054836,38.232262,-0.861047,-0.016759,0.508249,7.628974
28.701460,3.393757,0.881376,0.401156,-0.249500,7.628978
232.731949,42.911013,0.463618,0.120404,-0.877816,7.629005
294.410590,-3.917956,-0.443989,0.558487,0.700690,7.629015
208.684957,15.277445,-0.208019,-0.884621,0.417342,7.629073
204.589941,-87.522753,-0.837312,-0.340680,0.427605,7.629163
327.049335,-28.210816,-0.946153,-0.317434,-0.063476,7.629319
319.934798,56.200485,0.821450,-0.456957,-0.341190,7.629345
70.211085,55.864754,0.354313,0.689384,-0.631832,7.629486
96.158166,-38.272494,-0.279828,0.792095,-0.542477,7.629540
118.691232,49.784860,0.684271,-0.563936,-0.462331,7.629582
341.709591,22.698401,0.569471,-0.503518,-0.649748,7.629647
294.294190,-54.153744,-0.386926,0.623682,0.679197,7.629915
251.285490,44.113264,0.990565,-0.041551,0.130593,7.630124
255.528565,-54.151634,0.359792,0.641361,0.677647,7.630198
221.526235,-38.604043,-0.027143,0.617143,-0.786383,7.630370
348.685111,-25.563248,-0.908299,0.028778,-0.417331,7.630578
350.935555,-19.109683,0.583267,-0.770485,-0.257203,7.630701
118.731676,17.957510,0.500237,-0.379371,-0.778358,7.630773
102.656910,31.397023,-0.526976,0.849670,-0.018903,7.630807
170.445150,-5.718550,0.589084,0.605508,0.535108,7.630946
347.812754,-15.184352,0.535588,-0.680540,-0.500011,7.631001
48.479083,-6.665312,-0.198506,-0.906391,-0.372895,7.631096
263.029688,-31.549103,0.643579,-0.753774,-0.132783,7.631175
33.750590,12.240087,-0.655225,0.684065,-0.320525,7.631194
282.667191,-22.266434,-0.959559,0.073210,0.271821,7.631209
212.304707,-22.537318,-0.209095,0.828544,0.519418,7.631304
260.336984,25.971858,-0.611352,0.269506,0.744053,7.631317
120.515296,-2.282649,-0.275886,-0.592121,-0.757153,7.631539
202.231732,-43.737009,0.378650,0.893115,0.242836,7.631541
252.427992,-40.340648,-0.397602,-0.782315,-0.479475,7.632018
137.454355,40.156188,-0.553088,0.542487,0.632298,7.632110
128.226656,-38.175034,-0.744168,0.486113,-0.458158,7.632114
283.430408,-40.400514,-0.699408,-0.573809,-0.426111,7.632241
271.206205,-30.562168,0.338746,0.563120,0.753756,7.632279
114.975964,-25.845980,-0.229138,0.720697,-0.654287,7.632406
66.349308,-35.675848,0.406667,0.160480,0.899371,7.632756
160.062966,-9.043997,0.916773,-0.146311,-0.371646,7.632785
93.175348,-27.746217,-0.412867,0.758695,-0.503908,7.632958
345.736743,81.855879,0.971995,0.158408,0.173586,7.633479
326.315254,57.653121,0.412290,-0.179381,0.893219,7.633658
66.014353,-75.604734,-0.977934,-0.040027,-0.205045,7.633857
231.352448,-49.067045,0.156734,-0.328322,0.931472,7.633905
266.710985,-6.862431,-0.793229,0.266738,-0.547393,7.633908
97.825185,16.290530,0.756999,0.352515,-0.550169,7.633954
256.763161,38.494453,0.463362,-0.524741,0.714103,7.634518
15.082540,35.690960,0.343375,-0.247960,-0.905875,7.634734
280.477849,-88.911097,-0.374183,-0.449061,-0.811376,7.635102
297.942571,50.515190,-0.846276,0.471963,0.247121,7.635155
310.424462,36.763603,-0.492025,0.331731,-0.804901,7.635241
225.728028,9.502719,-0.890372,0.448525,-0.077862,7.635655
283.931007,-6.645804,0.349514,0.867185,-0.354724,7.635682
77.490682,9.232070,0.489097,-0.850943,0.191517,7.635764
337.267992,63.274165,-0.395723,-0.812523,0.428030,7.635868
321.612570,-15.245175,-0.349014,-0.823940,-0.446444,7.636076
297.047230,28.325307,0.165737,-0.984853,-0.050951,7.636408
120.018774,31.591766,0.790753,0.586607,0.174935,7.636636
221.625113,50.398197,-0.141094,0.981113,0.132325,7.636894
338.895143,-38.724359,0.478558,-0.200564,-0.854843,7.636956
281.483473,-19.082271,0.297697,-0.926386,-0.230620,7.637157
183.903291,-67.894899,-0.041164,0.341039,0.939147,7.637177
87.062723,3.898659,-0.450754,0.570209,-0.686792,7.637263
103.589186,-7.396165,-0.440455,0.036807,-0.897020,7.637587
315.631200,21.680870,-0.093987,-0.947599,0.305324,7.637703
35.598144,37.698713,-0.505681,-0.862720,-0.000399,7.637761
93.643571,13.391604,0.558279,-0.385398,0.734706,7.637780
139.155747,-53.878325,-0.535758,-0.711931,0.454001,7.637814
37.384545,5.767186,0.827120,-0.269120,-0.493404,7.637907
278.748130,54.209342,0.456848,-0.523854,-0.718934,7.637999
186.497469,-17.928927,-0.250850,-0.550895,0.795983,7.638260
233.835655,-29.050659,-0.150826,-0.697370,0.700662,7.638594
151.152823,22.569523,-0.784739,-0.292135,-0.546664,7.638618
149.944405,-28.336213,-0.657187,0.751186,0.061839,7.638947
350.465152,-12.448900,0.175422,-0.977492,0.117201,7.639429
287.365577,-34.300789,0.087078,0.963298,-0.253919,7.639805
185.706787,43.808240,-0.924223,-0.340324,-0.173180,7.639988
282.763022,-13.447583,0.636093,0.012522,-0.771511,7.640022
145.278683,85.092247,-0.695111,-0.667879,-0.266004,7.640058
324.515440,65.374460,0.492831,0.662753,0.563805,7.640075
61.804798,37.286348,0.473893,-0.783907,-0.401143,7.640143
218.009197,-20.947735,0.163793,0.475874,-0.864127,7.640217
265.934594,-46.606298,0.393576,-0.774779,-0.494789,7.640240
283.159991,-22.303075,-0.870321,-0.385173,0.306893,7.640406
80.019061,37.909155,-0.089415,-0.973926,0.208502,7.640529
118.403941,10.686680,-0.170200,0.251895,-0.952670,7.640797
306.411262,-32.538190,0.045871,-0.431211,-0.901084,7.641031
69.310140,30.399341,0.516288,0.102027,-0.850316,7.641436
175.421879,-58.740692,-0.508729,0.282768,-0.813165,7.641512
268.045034,-28.451144,0.523854,0.833451,0.175891,7.641527
184.988494,-15.062787,0.746224,-0.285553,-0.601340,7.641715
111.304426,-3.134247,0.220286,0.975408,-0.007346,7.641826
262.958894,-65.917092,-0.592965,0.803256,-0.056324,7.642012
26.439435,46.701109,-0.238059,-0.880331,0.410298,7.642121
256.198067,-37.887444,0.154819,-0.970041,-0.187221,7.642446
132.178078,-25.444961,0.926336,0.218055,-0.307172,7.642883
76.499404,5.653152,0.365659,0.720535,-0.589172,7.643110
99.040501,10.284882,-0.052349,0.650255,-0.757910,7.643115
111.638525,-3.049640,-0.111280,0.989538,-0.091823,7.643299
184.991965,30.486522,-0.559534,0.211890,-0.801264,7.643367
259.930077,33.922019,0.547790,-0.589567,0.593580,7.643379
143.561295,34.811142,-0.561525,0.788500,-0.250913,7.643469
233.440050,-9.434484,-0.571694,-0.820409,0.009706,7.643702
134.395750,16.233414,0.665695,-0.552489,-0.501603,7.643798
272.513062,-32.143761,-0.517220,0.538442,-0.665255,7.644103
115.116318,59.097763,0.359469,-0.747618,0.558435,7.644104
54.545664,19.360326,-0.365414,-0.792148,0.488849,7.644214
141.059618,5.652596,-0.768674,0.247967,-0.589621,7.644435
207.476757,-28.186985,-0.987568,-0.130762,-0.087238,7.644494
183.516753,12.147456,0.240511,0.881302,-0.406769,7.644624
347.621923,57.029482,-0.406221,0.788084,0.462501,7.644758
