# SELECT gaia_source.source_id,gaia_source.ra,gaia_source.ra_error,gaia_source.dec,gaia_source.dec_error,gaia_source.phot_g_mean_mag
# FROM gaiadr2.gaia_source
# WHERE (gaiadr2.gaia_source.phot_g_mean_mag<=8 AND gaiadr2.gaia_source.pmra_error<=0.7 AND gaiadr2.gaia_source.pmdec_error<=0.7 AND gaiadr2.gaia_source.astrometric_gof_al<=10 AND gaiadr2.gaia_source.parallax_error<=0.3 AND gaiadr2.gaia_source.astrometric_n_bad_obs_al<=10 AND gaiadr2.gaia_source.astrometric_chi2_al<=500 AND gaiadr2.gaia_source.dec_error<=0.3 AND gaiadr2.gaia_source.ra_error<=0.3 AND gaiadr2.gaia_source.phot_g_mean_flux_error<0.3*gaiadr2.gaia_source.phot_g_mean_flux AND gaia_source.duplicated_source='false')
source_id,ra,ra_error,dec,dec_error,phot_g_mean_mag
3102942935963044992,103.74546557756355,0.049303673047433716,-2.8035956522105554,0.0444057163404465,5.715897
6625136317078997248,334.1562805098937,0.060500838940841545,-25.898214885967917,0.078769261868129,5.796014
2235536563541323520,298.8421039510232,0.03292340042151084,58.24986643380638,0.05091031084150113,5.8175797
351010467171147008,26.110480873408008,0.050856928902781054,46.1395596422684,0.05878143354940729,5.8225784
5741852137761115392,143.25802784043128,0.03453803494701415,-8.505522563945792,0.03642915525629639,5.8457274
4280672412186891904,284.1067340160526,0.03570925758670307,2.471163909944779,0.043029436419875604,5.871583
6103462236327605760,217.73581764149029,0.07555060585222936,-40.845147428599475,0.04015604479166414,5.8872714
1438038102484626048,255.32013448742615,0.02364852522440229,60.648922609274315,0.024554444184741037,5.8883286
2484969675470524928,21.202885118325526,0.038641243309653024,-2.848708993438272,0.02854219899505291,5.8911223
2393196978952955648,351.0334442749511,0.08048737168044749,-18.68776777076772,0.03993816072274379,5.89711
6109388775800560256,211.54539213714693,0.06157694850408604,-43.09184673924077,0.03692371977286509,5.9044785
603285369983980288,128.43755644185117,0.04764159398710857,13.25710744061131,0.038080671935642935,5.9137053
1028755206966173440,128.1394293600541,0.033913611007088805,53.11452522957054,0.03298591721669095,5.9399285
6602654259228571264,341.8295155097311,0.06666475412093822,-34.161601676165084,0.04127939599605041,5.94194
1784528679214945024,322.2496213592214,0.053961098408175874,17.905919180809907,0.08034009045965294,5.943032
6296192331021181184,214.26577720475223,0.04378355653671905,-18.58573731117733,0.05294197075826666,5.9437404
4186792020603510144,293.8893843898609,0.039440199112130134,-12.253197957422238,0.035466039707829584,5.9496083
6716231302123894912,283.0496966000712,0.05724283617618052,-41.70932835839781,0.06044900237760818,5.951776
3373336072412412160,92.75738048876426,0.05367563581879043,18.130446108684627,0.04959008835570283,5.9528246
326663259642379008,37.56952995613966,0.043100203792604104,33.833458396115994,0.05195469457842613,5.958209
4375738420908692992,264.7856290852837,0.04337189081607052,2.0279519171438314,0.050766105378182935,5.9582696
4063093114230652928,270.72624021341005,0.07817642153229667,-27.826675278017877,0.06843535543738258,5.962429
6718894388002453120,286.7175787069574,0.06250543622421018,-37.81223937848097,0.05403373281521469,5.964684
6262212405205990400,235.8535580427596,0.038854008302800905,-15.04364107035637,0.026549023537756917,5.968526
1778185149957051008,332.57967575707187,0.04432691968482792,19.615936445676592,0.056716595276429235,5.9780965
2833650788600864000,341.3672760348337,0.051080505431362416,19.366799028097386,0.03731667547517042,5.97859
6551429455599322496,352.0029141243208,0.04881810750274871,-35.544484553644736,0.04953359572318399,5.979949
6102912583593126528,216.55535781821592,0.05190058893826785,-42.31882738121339,0.05491626991009951,5.9807687
3220859442003299072,83.62200299042883,0.04621885487793918,-0.012363327920823506,0.04817615520109886,5.984441
872783018640181376,112.16634183746018,0.04473401402750145,27.553044975066044,0.03794787569583817,5.990044
4762394397915837056,73.72181706611946,0.030858370676381527,-58.54736207203822,0.028778529086926453,5.991829
2736188188129177344,338.1955461393613,0.05484173285416164,15.863340091718864,0.039243994685826795,5.9926057
6100451429895447552,221.88365190247833,0.044584509702471076,-43.556870404478985,0.0490063523284823,6.00199
1257196511621334656,212.0659648219384,0.030463749541064934,24.315065800709906,0.03612691218757828,6.0026865
6826344849017893888,330.549940290803,0.04492667314595414,-17.903728137956083,0.04686033610912045,6.003958
3508818135703546368,193.62577359005323,0.05567619905408002,-20.09804119173023,0.04313391265796162,6.0088997
3722252618467846016,210.90302601367705,0.03868794082935531,7.546093599550476,0.03865328679340839,6.012086
6311679880011687552,221.9791887873265,0.05564093684206259,-12.84041302452054,0.048659567760364175,6.012775
3023321354756157184,86.51198899273565,0.03477425368845051,-4.26878088649956,0.03833284546066688,6.0129538
3562662663224841984,165.23950019867524,0.08075208126325163,-15.792842532795097,0.05849420947057362,6.0137515
140994842795719680,41.74329956234323,0.050158061510386966,35.98349855864407,0.03450974198815348,6.015
3348905920477040384,90.10118709560257,0.039618465196590014,16.29892138398733,0.03648136750490714,6.0156274
797843574562367104,145.67796780094938,0.04350351035541486,35.093145334453375,0.04830252657183567,6.017486
4072287848914474880,283.11796248460564,0.05471574966469291,-26.651036660769083,0.06121871746391939,6.0195775
3098192461610328320,124.38181881353547,0.04950073389537807,8.866270193605436,0.04230958690644029,6.021873
3856535423812160640,156.05509841694382,0.10321503574852257,2.367920967598796,0.07197056150919219,6.023727
1777796850553445504,333.29175270134095,0.04612633700083722,18.27965352897645,0.06482125630838143,6.030249
2467432602446418176,27.90752058299262,0.0490167225266328,-6.874173927143407,0.04462401449593313,6.0308423
1768513158484303104,329.61404840269165,0.06966883902361436,14.021939339264902,0.055637227365436505,6.034081
